nose_x,nose_y,neck_x,neck_y,Rshoulder_x,Rshoulder_y,Relbow_x,Relbow_y,Rwrist_x,Rwrist_y,Lshoulder_x,Lshoulder_y,Lelbow_x,Lelbow_y,Lwrist_x,Lwrist_y,Rhip_x,Rhip_y,Rknee_x,Rknee_y,Rankle_x,Rankle_y,Lhip_x,Lhip_y,Lknee_x,Lknee_y,Lankle_x,Lankle_y,Reye_x,Reye_y,Leye_x,Leye_y,Rear_x,Rear_y,Lear_x,Lear_y,class
0.786666667,0.226666667,0.746666667,0.326666667,0.713333333,0.326666667,0.72,0.473333333,0.76,0.6,0.773333333,0.326666667,0.793333333,0.466666667,0.833333333,0.56,0.746666667,0.6,0.766666667,0.826666667,0.74,0.953333333,0.813333333,0.593333333,0.773333333,0.826666667,0.74,0.96,0.773333333,0.206666667,0.8,0.206666667,0.733333333,0.213333333,0,0,0
0.786666667,0.226666667,0.746666667,0.326666667,0.713333333,0.326666667,0.72,0.473333333,0.76,0.6,0.773333333,0.326666667,0.793333333,0.466666667,0.833333333,0.56,0.746666667,0.6,0.766666667,0.826666667,0.74,0.953333333,0.813333333,0.593333333,0.773333333,0.826666667,0.74,0.96,0.773333333,0.206666667,0.8,0.206666667,0.733333333,0.213333333,0,0,0
0.786666667,0.226666667,0.746666667,0.326666667,0.713333333,0.326666667,0.72,0.473333333,0.76,0.6,0.773333333,0.326666667,0.793333333,0.466666667,0.833333333,0.56,0.746666667,0.6,0.766666667,0.826666667,0.74,0.953333333,0.813333333,0.593333333,0.773333333,0.826666667,0.74,0.96,0.773333333,0.206666667,0.8,0.206666667,0.733333333,0.213333333,0,0,0
0.786666667,0.226666667,0.746666667,0.326666667,0.713333333,0.326666667,0.72,0.473333333,0.76,0.6,0.773333333,0.326666667,0.793333333,0.466666667,0.833333333,0.56,0.746666667,0.6,0.766666667,0.826666667,0.74,0.953333333,0.813333333,0.593333333,0.773333333,0.826666667,0.74,0.96,0.773333333,0.206666667,0.8,0.206666667,0.733333333,0.213333333,0,0,0
0.786666667,0.226666667,0.746666667,0.326666667,0.713333333,0.326666667,0.72,0.473333333,0.76,0.6,0.773333333,0.326666667,0.793333333,0.466666667,0.833333333,0.56,0.746666667,0.6,0.766666667,0.826666667,0.74,0.953333333,0.813333333,0.593333333,0.773333333,0.826666667,0.74,0.96,0.773333333,0.206666667,0.8,0.206666667,0.733333333,0.213333333,0,0,0
0.786666667,0.26,0.773333333,0.353333333,0.72,0.353333333,0.706666667,0.493333333,0.713333333,0.606666667,0.82,0.353333333,0.84,0.48,0.866666667,0.58,0.76,0.613333333,0.786666667,0.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.786666667,0.26,0.773333333,0.353333333,0.72,0.353333333,0.706666667,0.493333333,0.713333333,0.606666667,0.82,0.353333333,0.84,0.48,0.866666667,0.58,0.76,0.613333333,0.786666667,0.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.786666667,0.26,0.773333333,0.353333333,0.72,0.353333333,0.706666667,0.493333333,0.713333333,0.606666667,0.82,0.353333333,0.84,0.48,0.866666667,0.58,0.76,0.613333333,0.786666667,0.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.786666667,0.26,0.773333333,0.353333333,0.72,0.353333333,0.706666667,0.493333333,0.713333333,0.606666667,0.82,0.353333333,0.84,0.48,0.866666667,0.58,0.76,0.613333333,0.786666667,0.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.786666667,0.26,0.773333333,0.353333333,0.72,0.353333333,0.706666667,0.493333333,0.713333333,0.606666667,0.82,0.353333333,0.84,0.48,0.866666667,0.58,0.76,0.613333333,0.786666667,0.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.786666667,0.26,0.773333333,0.353333333,0.72,0.353333333,0.706666667,0.493333333,0.713333333,0.606666667,0.82,0.353333333,0.84,0.48,0.866666667,0.58,0.76,0.613333333,0.786666667,0.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.786666667,0.26,0.773333333,0.353333333,0.72,0.353333333,0.706666667,0.493333333,0.713333333,0.606666667,0.82,0.353333333,0.84,0.48,0.866666667,0.58,0.76,0.613333333,0.786666667,0.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.786666667,0.26,0.773333333,0.353333333,0.72,0.353333333,0.706666667,0.493333333,0.713333333,0.606666667,0.82,0.353333333,0.84,0.48,0.866666667,0.58,0.76,0.613333333,0.786666667,0.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.786666667,0.26,0.773333333,0.353333333,0.72,0.353333333,0.706666667,0.493333333,0.713333333,0.606666667,0.82,0.353333333,0.84,0.48,0.866666667,0.58,0.76,0.613333333,0.786666667,0.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.786666667,0.26,0.773333333,0.353333333,0.72,0.353333333,0.706666667,0.493333333,0.713333333,0.606666667,0.82,0.353333333,0.84,0.48,0.866666667,0.58,0.76,0.613333333,0.786666667,0.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.8,0.273333333,0.793333333,0.36,0.74,0.36,0.706666667,0.486666667,0.693333333,0.586666667,0.846666667,0.36,0.873333333,0.493333333,0.886666667,0.586666667,0.76,0.593333333,0.793333333,0.773333333,0.78,0.933333333,0.826666667,0.6,0.826666667,0.766666667,0.786666667,0.953333333,0.786666667,0.253333333,0.813333333,0.253333333,0.766666667,0.26,0.833333333,0.26,0
0.8,0.273333333,0.793333333,0.36,0.74,0.36,0.706666667,0.486666667,0.693333333,0.586666667,0.846666667,0.36,0.873333333,0.493333333,0.886666667,0.586666667,0.76,0.593333333,0.793333333,0.773333333,0.78,0.933333333,0.826666667,0.6,0.826666667,0.766666667,0.786666667,0.953333333,0.786666667,0.253333333,0.813333333,0.253333333,0.766666667,0.26,0.833333333,0.26,0
0.8,0.273333333,0.793333333,0.36,0.74,0.36,0.706666667,0.486666667,0.693333333,0.586666667,0.846666667,0.36,0.873333333,0.493333333,0.886666667,0.586666667,0.76,0.593333333,0.793333333,0.773333333,0.78,0.933333333,0.826666667,0.6,0.826666667,0.766666667,0.786666667,0.953333333,0.786666667,0.253333333,0.813333333,0.253333333,0.766666667,0.26,0.833333333,0.26,0
0.8,0.273333333,0.793333333,0.36,0.74,0.36,0.706666667,0.486666667,0.693333333,0.586666667,0.846666667,0.36,0.873333333,0.493333333,0.886666667,0.586666667,0.76,0.593333333,0.793333333,0.773333333,0.78,0.933333333,0.826666667,0.6,0.826666667,0.766666667,0.786666667,0.953333333,0.786666667,0.253333333,0.813333333,0.253333333,0.766666667,0.26,0.833333333,0.26,0
0.8,0.273333333,0.793333333,0.36,0.74,0.36,0.706666667,0.486666667,0.693333333,0.586666667,0.846666667,0.36,0.873333333,0.493333333,0.886666667,0.586666667,0.76,0.593333333,0.793333333,0.773333333,0.78,0.933333333,0.826666667,0.6,0.826666667,0.766666667,0.786666667,0.953333333,0.786666667,0.253333333,0.813333333,0.253333333,0.766666667,0.26,0.833333333,0.26,0
0.8,0.273333333,0.793333333,0.36,0.74,0.36,0.706666667,0.486666667,0.693333333,0.586666667,0.846666667,0.36,0.873333333,0.493333333,0.886666667,0.586666667,0.76,0.593333333,0.793333333,0.773333333,0.78,0.933333333,0.826666667,0.6,0.826666667,0.766666667,0.786666667,0.953333333,0.786666667,0.253333333,0.813333333,0.253333333,0.766666667,0.26,0.833333333,0.26,0
0.8,0.273333333,0.793333333,0.36,0.74,0.36,0.706666667,0.486666667,0.693333333,0.586666667,0.846666667,0.36,0.873333333,0.493333333,0.886666667,0.586666667,0.76,0.593333333,0.793333333,0.773333333,0.78,0.933333333,0.826666667,0.6,0.826666667,0.766666667,0.786666667,0.953333333,0.786666667,0.253333333,0.813333333,0.253333333,0.766666667,0.26,0.833333333,0.26,0
0.8,0.273333333,0.793333333,0.36,0.74,0.36,0.706666667,0.486666667,0.693333333,0.586666667,0.846666667,0.36,0.873333333,0.493333333,0.886666667,0.586666667,0.76,0.593333333,0.793333333,0.773333333,0.78,0.933333333,0.826666667,0.6,0.826666667,0.766666667,0.786666667,0.953333333,0.786666667,0.253333333,0.813333333,0.253333333,0.766666667,0.26,0.833333333,0.26,0
0.8,0.273333333,0.793333333,0.36,0.74,0.36,0.706666667,0.486666667,0.693333333,0.586666667,0.846666667,0.36,0.873333333,0.493333333,0.886666667,0.586666667,0.76,0.593333333,0.793333333,0.773333333,0.78,0.933333333,0.826666667,0.6,0.826666667,0.766666667,0.786666667,0.953333333,0.786666667,0.253333333,0.813333333,0.253333333,0.766666667,0.26,0.833333333,0.26,0
0.8,0.273333333,0.793333333,0.36,0.74,0.36,0.706666667,0.486666667,0.693333333,0.586666667,0.846666667,0.36,0.873333333,0.493333333,0.886666667,0.586666667,0.76,0.593333333,0.793333333,0.773333333,0.78,0.933333333,0.826666667,0.6,0.826666667,0.766666667,0.786666667,0.953333333,0.786666667,0.253333333,0.813333333,0.253333333,0.766666667,0.26,0.833333333,0.26,0
0.8,0.273333333,0.793333333,0.36,0.74,0.36,0.706666667,0.486666667,0.693333333,0.586666667,0.846666667,0.36,0.873333333,0.493333333,0.886666667,0.586666667,0.76,0.593333333,0.793333333,0.773333333,0.78,0.933333333,0.826666667,0.6,0.826666667,0.766666667,0.786666667,0.953333333,0.786666667,0.253333333,0.813333333,0.253333333,0.766666667,0.26,0.833333333,0.26,0
0.8,0.273333333,0.793333333,0.36,0.74,0.36,0.706666667,0.486666667,0.693333333,0.586666667,0.846666667,0.36,0.873333333,0.493333333,0.886666667,0.586666667,0.76,0.593333333,0.793333333,0.773333333,0.78,0.933333333,0.826666667,0.6,0.826666667,0.766666667,0.786666667,0.953333333,0.786666667,0.253333333,0.813333333,0.253333333,0.766666667,0.26,0.833333333,0.26,0
0.8,0.273333333,0.793333333,0.36,0.74,0.36,0.706666667,0.486666667,0.693333333,0.586666667,0.846666667,0.36,0.873333333,0.493333333,0.886666667,0.586666667,0.76,0.593333333,0.793333333,0.773333333,0.78,0.933333333,0.826666667,0.6,0.826666667,0.766666667,0.786666667,0.953333333,0.786666667,0.253333333,0.813333333,0.253333333,0.766666667,0.26,0.833333333,0.26,0
0.8,0.273333333,0.793333333,0.36,0.74,0.36,0.706666667,0.486666667,0.693333333,0.586666667,0.846666667,0.36,0.873333333,0.493333333,0.886666667,0.586666667,0.76,0.593333333,0.793333333,0.773333333,0.78,0.933333333,0.826666667,0.6,0.826666667,0.766666667,0.786666667,0.953333333,0.786666667,0.253333333,0.813333333,0.253333333,0.766666667,0.26,0.833333333,0.26,0
0.8,0.273333333,0.793333333,0.36,0.74,0.36,0.706666667,0.486666667,0.693333333,0.586666667,0.846666667,0.36,0.873333333,0.493333333,0.886666667,0.586666667,0.76,0.593333333,0.793333333,0.773333333,0.78,0.933333333,0.826666667,0.6,0.826666667,0.766666667,0.786666667,0.953333333,0.786666667,0.253333333,0.813333333,0.253333333,0.766666667,0.26,0.833333333,0.26,0
0.8,0.273333333,0.793333333,0.36,0.74,0.36,0.706666667,0.486666667,0.693333333,0.586666667,0.846666667,0.36,0.873333333,0.493333333,0.886666667,0.586666667,0.76,0.593333333,0.793333333,0.773333333,0.78,0.933333333,0.826666667,0.6,0.826666667,0.766666667,0.786666667,0.953333333,0.786666667,0.253333333,0.813333333,0.253333333,0.766666667,0.26,0.833333333,0.26,0
0.8,0.273333333,0.793333333,0.36,0.74,0.36,0.706666667,0.486666667,0.693333333,0.586666667,0.846666667,0.36,0.873333333,0.493333333,0.886666667,0.586666667,0.76,0.593333333,0.793333333,0.773333333,0.78,0.933333333,0.826666667,0.6,0.826666667,0.766666667,0.786666667,0.953333333,0.786666667,0.253333333,0.813333333,0.253333333,0.766666667,0.26,0.833333333,0.26,0
0.8,0.273333333,0.793333333,0.36,0.74,0.36,0.706666667,0.486666667,0.693333333,0.586666667,0.846666667,0.36,0.873333333,0.493333333,0.886666667,0.586666667,0.76,0.593333333,0.793333333,0.773333333,0.78,0.933333333,0.826666667,0.6,0.826666667,0.766666667,0.786666667,0.953333333,0.786666667,0.253333333,0.813333333,0.253333333,0.766666667,0.26,0.833333333,0.26,0
0.78,0.28,0.78,0.366666667,0.726666667,0.366666667,0.7,0.486666667,0.7,0.586666667,0.84,0.366666667,0.866666667,0.493333333,0.88,0.58,0.746666667,0.586666667,0.786666667,0.766666667,0.806666667,0.92,0.826666667,0.593333333,0.786666667,0.766666667,0.78,0.92,0.766666667,0.266666667,0.793333333,0.266666667,0.753333333,0.273333333,0.813333333,0.273333333,0
0.78,0.28,0.78,0.366666667,0.726666667,0.366666667,0.7,0.486666667,0.7,0.586666667,0.84,0.366666667,0.866666667,0.493333333,0.88,0.58,0.746666667,0.586666667,0.786666667,0.766666667,0.806666667,0.92,0.826666667,0.593333333,0.786666667,0.766666667,0.78,0.92,0.766666667,0.266666667,0.793333333,0.266666667,0.753333333,0.273333333,0.813333333,0.273333333,0
0.78,0.28,0.78,0.366666667,0.726666667,0.366666667,0.7,0.486666667,0.7,0.586666667,0.84,0.366666667,0.866666667,0.493333333,0.88,0.58,0.746666667,0.586666667,0.786666667,0.766666667,0.806666667,0.92,0.826666667,0.593333333,0.786666667,0.766666667,0.78,0.92,0.766666667,0.266666667,0.793333333,0.266666667,0.753333333,0.273333333,0.813333333,0.273333333,0
0.78,0.28,0.78,0.366666667,0.726666667,0.366666667,0.7,0.486666667,0.7,0.586666667,0.84,0.366666667,0.866666667,0.493333333,0.88,0.58,0.746666667,0.586666667,0.786666667,0.766666667,0.806666667,0.92,0.826666667,0.593333333,0.786666667,0.766666667,0.78,0.92,0.766666667,0.266666667,0.793333333,0.266666667,0.753333333,0.273333333,0.813333333,0.273333333,0
0.78,0.28,0.78,0.366666667,0.726666667,0.366666667,0.7,0.486666667,0.7,0.586666667,0.84,0.366666667,0.866666667,0.493333333,0.88,0.58,0.746666667,0.586666667,0.786666667,0.766666667,0.806666667,0.92,0.826666667,0.593333333,0.786666667,0.766666667,0.78,0.92,0.766666667,0.266666667,0.793333333,0.266666667,0.753333333,0.273333333,0.813333333,0.273333333,0
0.78,0.28,0.78,0.366666667,0.726666667,0.366666667,0.7,0.486666667,0.7,0.586666667,0.84,0.366666667,0.866666667,0.493333333,0.88,0.58,0.746666667,0.586666667,0.786666667,0.766666667,0.806666667,0.92,0.826666667,0.593333333,0.786666667,0.766666667,0.78,0.92,0.766666667,0.266666667,0.793333333,0.266666667,0.753333333,0.273333333,0.813333333,0.273333333,0
0.78,0.28,0.78,0.366666667,0.726666667,0.366666667,0.7,0.486666667,0.7,0.586666667,0.84,0.366666667,0.866666667,0.493333333,0.88,0.58,0.746666667,0.586666667,0.786666667,0.766666667,0.806666667,0.92,0.826666667,0.593333333,0.786666667,0.766666667,0.78,0.92,0.766666667,0.266666667,0.793333333,0.266666667,0.753333333,0.273333333,0.813333333,0.273333333,0
0.78,0.28,0.78,0.366666667,0.726666667,0.366666667,0.7,0.486666667,0.7,0.586666667,0.84,0.366666667,0.866666667,0.493333333,0.88,0.58,0.746666667,0.586666667,0.786666667,0.766666667,0.806666667,0.92,0.826666667,0.593333333,0.786666667,0.766666667,0.78,0.92,0.766666667,0.266666667,0.793333333,0.266666667,0.753333333,0.273333333,0.813333333,0.273333333,0
0.78,0.28,0.78,0.366666667,0.726666667,0.366666667,0.7,0.486666667,0.7,0.586666667,0.84,0.366666667,0.866666667,0.493333333,0.88,0.58,0.746666667,0.586666667,0.786666667,0.766666667,0.806666667,0.92,0.826666667,0.593333333,0.786666667,0.766666667,0.78,0.92,0.766666667,0.266666667,0.793333333,0.266666667,0.753333333,0.273333333,0.813333333,0.273333333,0
0.78,0.28,0.78,0.366666667,0.726666667,0.366666667,0.7,0.486666667,0.7,0.586666667,0.84,0.366666667,0.866666667,0.493333333,0.88,0.58,0.746666667,0.586666667,0.786666667,0.766666667,0.806666667,0.92,0.826666667,0.593333333,0.786666667,0.766666667,0.78,0.92,0.766666667,0.266666667,0.793333333,0.266666667,0.753333333,0.273333333,0.813333333,0.273333333,0
0.78,0.28,0.78,0.366666667,0.726666667,0.366666667,0.7,0.486666667,0.7,0.586666667,0.84,0.366666667,0.866666667,0.493333333,0.88,0.58,0.746666667,0.586666667,0.786666667,0.766666667,0.806666667,0.92,0.826666667,0.593333333,0.786666667,0.766666667,0.78,0.92,0.766666667,0.266666667,0.793333333,0.266666667,0.753333333,0.273333333,0.813333333,0.273333333,0
0.78,0.28,0.78,0.366666667,0.726666667,0.366666667,0.7,0.486666667,0.7,0.586666667,0.84,0.366666667,0.866666667,0.493333333,0.88,0.58,0.746666667,0.586666667,0.786666667,0.766666667,0.806666667,0.92,0.826666667,0.593333333,0.786666667,0.766666667,0.78,0.92,0.766666667,0.266666667,0.793333333,0.266666667,0.753333333,0.273333333,0.813333333,0.273333333,0
0.78,0.28,0.78,0.366666667,0.726666667,0.366666667,0.7,0.486666667,0.7,0.586666667,0.84,0.366666667,0.866666667,0.493333333,0.88,0.58,0.746666667,0.586666667,0.786666667,0.766666667,0.806666667,0.92,0.826666667,0.593333333,0.786666667,0.766666667,0.78,0.92,0.766666667,0.266666667,0.793333333,0.266666667,0.753333333,0.273333333,0.813333333,0.273333333,0
0.78,0.28,0.78,0.366666667,0.726666667,0.366666667,0.7,0.486666667,0.7,0.586666667,0.84,0.366666667,0.866666667,0.493333333,0.88,0.58,0.746666667,0.586666667,0.786666667,0.766666667,0.806666667,0.92,0.826666667,0.593333333,0.786666667,0.766666667,0.78,0.92,0.766666667,0.266666667,0.793333333,0.266666667,0.753333333,0.273333333,0.813333333,0.273333333,0
0.78,0.28,0.78,0.366666667,0.726666667,0.366666667,0.7,0.486666667,0.7,0.586666667,0.84,0.366666667,0.866666667,0.493333333,0.88,0.58,0.746666667,0.586666667,0.786666667,0.766666667,0.806666667,0.92,0.826666667,0.593333333,0.786666667,0.766666667,0.78,0.92,0.766666667,0.266666667,0.793333333,0.266666667,0.753333333,0.273333333,0.813333333,0.273333333,0
0.78,0.28,0.78,0.366666667,0.726666667,0.366666667,0.7,0.486666667,0.7,0.586666667,0.84,0.366666667,0.866666667,0.493333333,0.88,0.58,0.746666667,0.586666667,0.786666667,0.766666667,0.806666667,0.92,0.826666667,0.593333333,0.786666667,0.766666667,0.78,0.92,0.766666667,0.266666667,0.793333333,0.266666667,0.753333333,0.273333333,0.813333333,0.273333333,0
0.78,0.28,0.78,0.366666667,0.726666667,0.366666667,0.7,0.486666667,0.7,0.586666667,0.84,0.366666667,0.866666667,0.493333333,0.88,0.58,0.746666667,0.586666667,0.786666667,0.766666667,0.806666667,0.92,0.826666667,0.593333333,0.786666667,0.766666667,0.78,0.92,0.766666667,0.266666667,0.793333333,0.266666667,0.753333333,0.273333333,0.813333333,0.273333333,0
0.78,0.28,0.78,0.366666667,0.726666667,0.366666667,0.7,0.486666667,0.7,0.586666667,0.84,0.366666667,0.866666667,0.493333333,0.88,0.58,0.746666667,0.586666667,0.786666667,0.766666667,0.806666667,0.92,0.826666667,0.593333333,0.786666667,0.766666667,0.78,0.92,0.766666667,0.266666667,0.793333333,0.266666667,0.753333333,0.273333333,0.813333333,0.273333333,0
0.753333333,0.3,0.76,0.373333333,0.706666667,0.38,0.686666667,0.493333333,0.686666667,0.573333333,0.82,0.366666667,0.84,0.486666667,0.86,0.573333333,0.74,0.586666667,0.746666667,0.733333333,0.773333333,0.893333333,0.813333333,0.58,0.826666667,0.72,0.813333333,0.86,0.74,0.286666667,0.766666667,0.286666667,0.726666667,0.293333333,0.786666667,0.286666667,0
0.753333333,0.3,0.76,0.373333333,0.706666667,0.38,0.686666667,0.493333333,0.686666667,0.573333333,0.82,0.366666667,0.84,0.486666667,0.86,0.573333333,0.74,0.586666667,0.746666667,0.733333333,0.773333333,0.893333333,0.813333333,0.58,0.826666667,0.72,0.813333333,0.86,0.74,0.286666667,0.766666667,0.286666667,0.726666667,0.293333333,0.786666667,0.286666667,0
0.753333333,0.3,0.76,0.373333333,0.706666667,0.38,0.686666667,0.493333333,0.686666667,0.573333333,0.82,0.366666667,0.84,0.486666667,0.86,0.573333333,0.74,0.586666667,0.746666667,0.733333333,0.773333333,0.893333333,0.813333333,0.58,0.826666667,0.72,0.813333333,0.86,0.74,0.286666667,0.766666667,0.286666667,0.726666667,0.293333333,0.786666667,0.286666667,0
0.753333333,0.3,0.76,0.373333333,0.706666667,0.38,0.686666667,0.493333333,0.686666667,0.573333333,0.82,0.366666667,0.84,0.486666667,0.86,0.573333333,0.74,0.586666667,0.746666667,0.733333333,0.773333333,0.893333333,0.813333333,0.58,0.826666667,0.72,0.813333333,0.86,0.74,0.286666667,0.766666667,0.286666667,0.726666667,0.293333333,0.786666667,0.286666667,0
0.753333333,0.3,0.76,0.373333333,0.706666667,0.38,0.686666667,0.493333333,0.686666667,0.573333333,0.82,0.366666667,0.84,0.486666667,0.86,0.573333333,0.74,0.586666667,0.746666667,0.733333333,0.773333333,0.893333333,0.813333333,0.58,0.826666667,0.72,0.813333333,0.86,0.74,0.286666667,0.766666667,0.286666667,0.726666667,0.293333333,0.786666667,0.286666667,0
0.753333333,0.3,0.76,0.373333333,0.706666667,0.38,0.686666667,0.493333333,0.686666667,0.573333333,0.82,0.366666667,0.84,0.486666667,0.86,0.573333333,0.74,0.586666667,0.746666667,0.733333333,0.773333333,0.893333333,0.813333333,0.58,0.826666667,0.72,0.813333333,0.86,0.74,0.286666667,0.766666667,0.286666667,0.726666667,0.293333333,0.786666667,0.286666667,0
0.753333333,0.3,0.76,0.373333333,0.706666667,0.38,0.686666667,0.493333333,0.686666667,0.573333333,0.82,0.366666667,0.84,0.486666667,0.86,0.573333333,0.74,0.586666667,0.746666667,0.733333333,0.773333333,0.893333333,0.813333333,0.58,0.826666667,0.72,0.813333333,0.86,0.74,0.286666667,0.766666667,0.286666667,0.726666667,0.293333333,0.786666667,0.286666667,0
0.753333333,0.3,0.76,0.373333333,0.706666667,0.38,0.686666667,0.493333333,0.686666667,0.573333333,0.82,0.366666667,0.84,0.486666667,0.86,0.573333333,0.74,0.586666667,0.746666667,0.733333333,0.773333333,0.893333333,0.813333333,0.58,0.826666667,0.72,0.813333333,0.86,0.74,0.286666667,0.766666667,0.286666667,0.726666667,0.293333333,0.786666667,0.286666667,0
